iter	Logloss
115	0.0006104227732
116	0.0006066102916
117	0.000602901722
118	0.0005965378483
119	0.000595233312
120	0.0005838723619
121	0.0005792443288
122	0.0005755548866
123	0.0005708049636
124	0.0005665829432
125	0.0005573743165
126	0.0005517463561
127	0.0005429777171
128	0.0005413830248
129	0.000535966948
130	0.0005341610218
131	0.0005280363848
132	0.0005244257496
133	0.000518823883
134	0.0005170079726
135	0.000510415534
136	0.0005058972183
137	0.000485115556
138	0.0004838300131
139	0.0004783583299
140	0.0004669754269
141	0.000461250242
142	0.0004528659147
143	0.0004480530477
144	0.0004452763038
145	0.0004407173941
146	0.0004327232419
147	0.0004297827921
148	0.0004271869567
149	0.0004249561861
150	0.0004200877637
151	0.0004194227443
152	0.0004170638635
153	0.0004165508857
154	0.0004098694288
155	0.000408723351
156	0.0004070638475
157	0.0004050923367
158	0.0004019935911
159	0.0003977899167
160	0.0003947537504
161	0.0003905964591
162	0.0003860725782
163	0.0003802090628
164	0.0003758456316
165	0.0003752464139
166	0.0003740531643
167	0.0003720231347
168	0.0003698691648
169	0.0003674641428
170	0.0003655951449
171	0.0003599187494
172	0.0003592689172
173	0.0003562304173
174	0.0003530772332
175	0.0003516234914
176	0.0003493258823
177	0.000346320524
178	0.0003441634545
179	0.0003413184652
180	0.0003348816813
181	0.000328885903
182	0.0003264327072
183	0.0003242993237
184	0.0003217872937
185	0.0003189399784
186	0.0003177073813
187	0.0003112609938
188	0.0003105807762
189	0.0003087847988
190	0.0003067599316
191	0.0003032640838
192	0.0002971334465
193	0.000296579346
194	0.0002956988948
195	0.000294768959
196	0.0002938879059
197	0.0002925707171
198	0.0002875373069
199	0.0002862407748
200	0.0002857916209
201	0.0002830712377
202	0.0002799911293
203	0.000277391959
204	0.0002740587212
205	0.0002711586872
206	0.0002694110146
207	0.0002660124958
208	0.0002651345017
209	0.0002624810574
210	0.0002544833806
211	0.0002537841836
212	0.000252392314
213	0.0002513284032
214	0.0002507740874
215	0.0002478238893
216	0.0002468489137
217	0.0002443556664
218	0.0002435994131
219	0.0002424346395
220	0.0002416661174
221	0.000240943094
222	0.000239738894
223	0.0002332081396
224	0.0002318726877
225	0.0002298633788
226	0.0002282911553
227	0.0002277167494
228	0.0002271832925
229	0.0002263806676
230	0.0002231376223
231	0.0002217729517
232	0.0002203645373
233	0.0002183737577
234	0.0002139682416
235	0.0002137210996
236	0.0002124240493
237	0.0002113567711
238	0.000208436758
239	0.0002079264071
240	0.0002054458498
241	0.0002045646721
242	0.0002037897327
243	0.0002012609836
244	0.0002001644325
245	0.0001986702706
246	0.0001970356186
247	0.0001953720587
248	0.0001948013582
249	0.0001939452503
250	0.0001935949145
251	0.0001931765301
252	0.0001911568383
253	0.0001887636447
254	0.0001882540207
255	0.0001873091149
256	0.0001861951556
257	0.0001856995909
258	0.0001852601806
259	0.0001846226661
260	0.0001812891329
261	0.0001808644633
262	0.0001805986406
263	0.0001770796901
264	0.000176706163
265	0.0001744773229
266	0.0001736456175
267	0.0001713023908
268	0.0001676059312
269	0.0001670648685
270	0.0001662171089
271	0.0001656419747
272	0.0001634044544
273	0.0001616186752
274	0.0001613537776
275	0.0001612575376
276	0.0001602439905
277	0.0001597690302
278	0.0001584412799
279	0.0001576619293
280	0.0001560022482
281	0.0001549026809
282	0.0001543949312
283	0.0001539657188
284	0.0001525860969
285	0.0001519826928
286	0.0001519826928
287	0.0001514563174
288	0.0001493159061
289	0.0001481840378
290	0.0001473806887
291	0.0001472097976
292	0.0001469207069
293	0.000146296847
294	0.000144491292
295	0.0001443411436
296	0.000143817668
297	0.0001435072507
298	0.0001428708751
299	0.0001423137917
300	0.0001408845372
301	0.0001404533502
302	0.0001400766699
303	0.0001395550851
304	0.0001389200803
305	0.0001386237077
306	0.0001379789456
307	0.0001371137482
308	0.0001354913244
309	0.0001350792193
310	0.0001343985563
311	0.0001330911151
312	0.0001325712948
313	0.0001323761928
314	0.0001321208143
315	0.0001308099655
316	0.0001297108934
317	0.0001294102444
318	0.000128754099
319	0.0001280169675
320	0.0001279395786
321	0.0001270605078
322	0.0001257776743
323	0.0001253839121
324	0.0001241031946
325	0.0001238489357
326	0.000123600719
327	0.0001234043832
328	0.0001232322147
329	0.0001229432127
330	0.0001226644107
331	0.000122602214
332	0.0001225374418
333	0.0001219311345
334	0.000120675549
335	0.0001190700803
336	0.0001188153087
337	0.0001165333857
338	0.0001163018073
339	0.0001161438315
340	0.0001150536079
341	0.0001136148305
342	0.0001133821479
343	0.0001129718783
344	0.000112828335
345	0.0001124074685
346	0.0001121871742
347	0.0001119947584
348	0.0001117147408
349	0.0001111265091
350	0.0001107482046
351	0.0001098816718
352	0.0001078772585
353	0.0001076761737
354	0.0001072349609
355	0.0001062805006
356	0.0001047217174
357	0.0001038523991
358	0.0001034232649
359	0.0001029641376
360	0.0001020823495
361	0.0001019998423
362	0.0001012744329
363	0.0001009736278
364	0.000100657941
365	0.0001005659001
366	0.0001003496969
367	0.0001002242906
368	9.960188828e-05
369	9.923027926e-05
370	9.897407851e-05
371	9.866881793e-05
372	9.855704996e-05
373	9.809945228e-05
374	9.755894261e-05
375	9.742670438e-05
376	9.724130287e-05
377	9.713472757e-05
378	9.697962003e-05
379	9.664388435e-05
380	9.654335192e-05
381	9.603151958e-05
382	9.594683379e-05
383	9.570649427e-05
384	9.563896723e-05
385	9.563392067e-05
386	9.549592339e-05
387	9.50279327e-05
388	9.466191006e-05
389	9.399309018e-05
390	9.376704262e-05
391	9.370863081e-05
392	9.370825568e-05
393	9.322453694e-05
394	9.230157328e-05
395	9.210904556e-05
396	9.175305433e-05
397	9.163984909e-05
398	9.153931456e-05
399	9.112258354e-05
400	9.102563954e-05
401	9.066684721e-05
402	8.943662215e-05
403	8.916592348e-05
404	8.891842284e-05
405	8.845060143e-05
406	8.773582035e-05
407	8.745317602e-05
408	8.72418465e-05
409	8.683959811e-05
410	8.677579877e-05
411	8.660439503e-05
412	8.622659224e-05
413	8.592695773e-05
414	8.525262508e-05
415	8.462748652e-05
416	8.381628131e-05
417	8.297021493e-05
418	8.237399142e-05
419	8.225306793e-05
420	8.153947155e-05
421	8.130378261e-05
422	8.119902179e-05
423	8.074310303e-05
424	7.94832898e-05
425	7.925547765e-05
426	7.909119442e-05
427	7.857634308e-05
428	7.807521109e-05
429	7.789779786e-05
430	7.780621982e-05
431	7.732364289e-05
432	7.655406884e-05
433	7.649268487e-05
434	7.63648545e-05
435	7.619352772e-05
436	7.60310553e-05
437	7.576526518e-05
438	7.548203799e-05
439	7.494332134e-05
440	7.463881396e-05
441	7.453925832e-05
442	7.425295299e-05
443	7.363371474e-05
444	7.33800128e-05
445	7.337992386e-05
446	7.315351919e-05
447	7.294951464e-05
448	7.247565185e-05
449	7.241822333e-05
450	7.234973702e-05
451	7.217608151e-05
452	7.211603392e-05
453	7.199912079e-05
454	7.146073245e-05
455	7.136622397e-05
456	7.129642221e-05
457	7.115367745e-05
458	7.092816142e-05
459	7.085454499e-05
460	7.053029627e-05
461	7.048182003e-05
462	7.025541317e-05
463	7.013267479e-05
464	6.992870802e-05
465	6.988646621e-05
466	6.976749464e-05
467	6.945030805e-05
468	6.938216622e-05
469	6.853208845e-05
470	6.811257368e-05
471	6.706649118e-05
472	6.702225125e-05
473	6.686788307e-05
474	6.679205376e-05
475	6.670122111e-05
476	6.650194109e-05
477	6.620815171e-05
478	6.620815171e-05
479	6.604369695e-05
480	6.5949526e-05
481	6.579375017e-05
482	6.572981261e-05
483	6.552325346e-05
484	6.549391615e-05
485	6.534388479e-05
486	6.515869719e-05
487	6.499686277e-05
488	6.489508694e-05
489	6.44097974e-05
490	6.421058559e-05
491	6.41493904e-05
492	6.397786284e-05
493	6.351002269e-05
494	6.337292202e-05
495	6.316265106e-05
496	6.313976078e-05
497	6.311464714e-05
498	6.306244486e-05
499	6.291807239e-05
500	6.283308765e-05
501	6.256347478e-05
502	6.250504277e-05
503	6.244819124e-05
504	6.240121848e-05
505	6.21110287e-05
506	6.185708917e-05
507	6.178706127e-05
508	6.164903567e-05
509	6.090916432e-05
510	6.068969958e-05
511	6.056555201e-05
512	6.047993042e-05
513	6.021626765e-05
514	6.006247465e-05
515	5.9630025e-05
